N,1m,2m,3m,4m,5m,6m,7m,8m,9m,1p,2p,3p,4p,5p,6p,7p,8p,9p,1s,2s,3s,4s,5s,6s,7s,8s,9s,東,南,西,北,白,発,中
69,0.6166,0.5436,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.6166,0.616669,0.6205,0.5361,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.6205,0.620569,0.6243,0.5278,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,0.624369,0.6282,0.5188,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282,0.6282
